,City,Country Code,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
0,sauce,pe,-34.65,-56.06,71.6,68.0,90.0,19.46
1,moerai,pf,-22.43,-151.33,80.69,100.0,8.0,11.14
2,georgetown,sh,6.8,-58.16,73.4,94.0,0.0,4.7
3,luancheng,cn,37.88,114.65,48.2,57.0,48.0,6.71
4,trinidad,bo,-33.52,-56.9,65.66,98.0,92.0,11.7
